日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2023/09/22,买入,中矿资源(002738),4100,45400,37.55,50.00,75.1,低估,当前价格低估24.9%，但未达到安全边际要求,153955.0,184.75,加仓 10%持仓价值 (slight_undervalue),37.55,25.29,-9.3678,-8.853,-0.5148,77.18,50.85,24.52,623995,0.82,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/28,买入,中矿资源(002738),4500,49900,36.41,50.00,72.8,低估,当前价格低估27.2%，但未达到安全边际要求,163845.0,196.61,加仓 10%持仓价值 (slight_undervalue),36.41,24.41,-9.2181,-8.926,-0.2921,72.66,48.77,24.89,519312,0.71,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/10/13,买入,中矿资源(002738),4900,54800,39.23,50.00,78.5,低估,当前价格低估21.5%，但未达到安全边际要求,192227.0,230.67,加仓 10%持仓价值 (slight_undervalue),39.23,30.84,-8.7708,-8.895,0.1241,65.68,46.67,27.67,1343473,1.67,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/10/20,买入,中矿资源(002738),5400,60200,35.5,50.00,71.0,低估,当前价格低估29.0%，但未达到安全边际要求,191700.0,230.04,加仓 10%持仓价值 (slight_undervalue),35.5,27.51,-8.618,-8.8396,0.2216,59.68,44.75,29.82,1156150,1.27,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/10/27,买入,中矿资源(002738),6000,66200,35.76,50.00,71.5,低估,当前价格低估28.5%，但未达到安全边际要求,214560.0,257.47,加仓 10%持仓价值 (slight_undervalue),35.76,28.09,-8.3793,-8.7475,0.3682,58.04,43.7,29.36,1154834,1.11,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/11/03,买入,中矿资源(002738),6600,72800,36.2,50.00,72.4,低估,当前价格低估27.6%，但未达到安全边际要求,238920.0,286.7,加仓 10%持仓价值 (slight_undervalue),36.2,29.13,-8.0617,-8.6104,0.5486,55.76,42.62,29.48,889105,0.78,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/11/10,买入,中矿资源(002738),7200,80000,36.51,50.00,73.0,低估,当前价格低估27.0%，但未达到安全边际要求,262872.0,315.45,加仓 10%持仓价值 (slight_undervalue),36.51,29.9,-7.6963,-8.4276,0.7313,53.2,41.6,30.0,815499,0.81,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/11/24,买入,中矿资源(002738),8000,88000,35.5,50.00,71.0,低估,当前价格低估29.0%，但未达到安全边际要求,284000.0,340.8,加仓 10%持仓价值 (slight_undervalue),35.5,30.55,-6.9414,-7.9359,0.9945,49.63,40.07,30.5,608463,0.71,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/12/01,买入,中矿资源(002738),8800,96800,35.61,50.00,71.2,低估,当前价格低估28.8%，但未达到安全边际要求,313368.0,376.04,加仓 10%持仓价值 (slight_undervalue),35.61,30.83,-6.6413,-7.677,1.0356,47.83,39.33,30.83,519257,0.68,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/12/01,买入,赣锋锂业(002460),32400,32400,38.78,50.00,77.6,低估,当前价格低估22.4%，但未达到安全边际要求,1256472.0,1507.77,开仓 5%总资产 (slight_undervalue),38.78,24.2,-6.0055,-6.0568,0.0513,61.08,48.53,35.98,1151295,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/02,买入,中矿资源(002738),35200,132000,29.52,50.00,59.0,低估,当前价格低估41.0%，符合安全边际要求,1039104.0,1246.92,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入35200股),29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,买入,赣锋锂业(002460),6400,38800,33.16,50.00,66.3,低估,当前价格低估33.7%，符合安全边际要求,212224.0,254.67,加仓 20%持仓价值 (obvious_undervalue),33.16,27.39,-4.6746,-4.9264,0.2518,48.82,42.57,36.31,1372362,0.86,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/02,买入,人福医药(600079),5700,34500,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,106932.0,130.46,加仓 20%持仓价值 (obvious_undervalue),18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2024/02/02,买入,安井食品(603345),3900,3900,71.99,126.00,57.1,低估,当前价格低估42.9%，符合安全边际要求,280761.0,342.53,现金不足，开仓80%现金 (extreme_undervalue),71.99,22.06,-15.097,-12.5076,-2.5894,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/08,买入,赣锋锂业(002460),1700,40500,34.87,50.00,69.7,低估,当前价格低估30.3%，符合安全边际要求,59279.0,71.13,现金不足，加仓80%现金 (obvious_undervalue),34.87,31.51,-4.814,-4.904,0.0899,48.97,42.03,35.1,1139750,0.89,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/03/08,卖出,中国神华(601088),40200,40300,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,1597950.0,3547.45,减仓 50% (fair_value),39.75,75.71,2.394,1.6428,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/06/28,卖出,中国神华(601088),20100,20200,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,891837.0,1979.88,减仓 50% (fair_value),44.37,70.82,2.6661,2.4825,0.1836,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/08/23,买入,淮北矿业(600985),93300,280000,13.46,28.00,48.1,低估,当前价格低估51.9%，符合安全边际要求,1255818.0,1532.1,加仓 50%持仓价值 (extreme_undervalue),13.46,33.32,-0.8451,-0.3259,-0.5193,21.31,17.0,12.7,889856,1.16,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2024/09/13,买入,人福医药(600079),17200,51700,16.13,28.00,57.6,低估,当前价格低估42.4%，符合安全边际要求,277436.0,338.47,加仓 50%持仓价值 (extreme_undervalue),16.13,34.22,-0.64,-0.6949,0.0549,21.43,18.93,16.43,1253099,1.52,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2025/02/21,买入,中国神华(601088),2000,22200,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,70760.0,86.33,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6696,-0.098,-0.5716,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,买入,陕西煤业(601225),67800,214200,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,1324134.0,1615.44,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入67800股),19.53,32.0,-0.9825,-0.6068,-0.3757,26.38,23.2,20.02,2341010,1.82,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,买入,陕西煤业(601225),5800,220000,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,109910.0,134.09,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入5800股),18.95,30.19,-1.1528,-0.716,-0.4368,26.39,22.88,19.36,2180008,1.23,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,买入,中煤能源(601898),55200,371600,10.23,20.00,51.1,低估,当前价格低估48.9%，符合安全边际要求,564696.0,688.93,现金不足，加仓80%现金 (extreme_undervalue),10.23,34.07,-0.6492,-0.4759,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,买入,中煤能源(601898),11100,382700,10.12,20.00,50.6,低估,当前价格低估49.4%，符合安全边际要求,112332.0,137.05,现金不足，加仓80%现金 (extreme_undervalue),10.12,33.19,-0.6614,-0.513,-0.1484,13.35,11.42,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,买入,淮北矿业(600985),1800,281800,12.26,28.00,43.8,低估,当前价格低估56.2%，符合安全边际要求,22068.0,27.51,现金不足，加仓80%现金 (extreme_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,买入,中煤能源(601898),500,383200,9.87,20.00,49.4,低估,当前价格低估50.6%，符合安全边际要求,4935.0,10.03,现金不足，加仓80%现金 (extreme_undervalue),9.87,33.14,-0.6601,-0.5629,-0.0972,13.0,11.15,9.3,2208357,1.15,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,买入,淮北矿业(600985),24600,306400,11.25,28.00,40.2,低估,当前价格低估59.8%，符合安全边际要求,276750.0,337.63,现金不足，加仓80%现金 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
