日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2024/02/02,买入,安井食品(603345),100,100,71.99,126.00,57.1,低估,当前价格低估42.9%，符合安全边际要求,7199.0,12.34,现金不足，开仓80%现金 (extreme_undervalue),71.99,22.06,-15.097,-12.5076,-2.5894,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/23,卖出,淮北矿业(600985),19900,79700,19.59,25.00,78.4,低估,当前价格低估21.6%，但未达到安全边际要求,389841.0,865.45,减仓 20% (slight_undervalue_sell),19.59,77.59,1.3332,1.0746,0.2585,19.35,16.05,12.75,1631865,1.55,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/03/08,卖出,中国神华(601088),40200,40300,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,1597950.0,3547.45,减仓 50% (fair_value),39.75,75.71,2.394,1.6428,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/06/28,卖出,中国神华(601088),20100,20200,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,891837.0,1979.88,减仓 50% (fair_value),44.37,70.82,2.6661,2.4825,0.1836,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/08/23,买入,淮北矿业(600985),39800,119500,13.46,25.00,53.8,低估,当前价格低估46.2%，符合安全边际要求,535708.0,653.56,加仓 50%持仓价值 (extreme_undervalue),13.46,33.32,-0.8451,-0.3259,-0.5193,21.31,17.0,12.7,889856,1.16,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2024/09/13,买入,人福医药(600079),60500,181600,16.13,28.00,57.6,低估,当前价格低估42.4%，符合安全边际要求,975865.0,1190.56,加仓 50%持仓价值 (extreme_undervalue),16.13,34.22,-0.64,-0.6949,0.0549,21.43,18.93,16.43,1253099,1.52,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2025/02/21,买入,中国神华(601088),2000,22200,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,70760.0,86.33,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6696,-0.098,-0.5716,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,买入,陕西煤业(601225),72700,219100,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,1419831.0,1732.19,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入72700股),19.53,32.0,-0.9825,-0.6068,-0.3757,26.38,23.2,20.02,2341010,1.82,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,买入,陕西煤业(601225),5600,224700,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,106120.0,129.47,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入5600股),18.95,30.19,-1.1528,-0.716,-0.4368,26.39,22.88,19.36,2180008,1.23,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,买入,中煤能源(601898),74900,391300,10.23,20.00,51.1,低估,当前价格低估48.9%，符合安全边际要求,766227.0,934.8,现金不足，加仓80%现金 (extreme_undervalue),10.23,34.07,-0.6492,-0.4759,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,买入,中煤能源(601898),15100,406400,10.12,20.00,50.6,低估,当前价格低估49.4%，符合安全边际要求,152812.0,186.43,现金不足，加仓80%现金 (extreme_undervalue),10.12,33.19,-0.6614,-0.513,-0.1484,13.35,11.42,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,买入,淮北矿业(600985),2500,122000,12.26,25.00,49.0,低估,当前价格低估51.0%，符合安全边际要求,30650.0,37.39,现金不足，加仓80%现金 (extreme_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,买入,淮北矿业(600985),16700,138700,11.25,25.00,45.0,低估,当前价格低估55.0%，符合安全边际要求,187875.0,229.21,现金不足，加仓80%现金 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
