日期,股票代码,股票名称,信号类型,当前价格,维度一状态,技术维度满足数,三者取二,信号强度,决策依据,执行状态,未执行原因,执行日期,执行价格,信号前持仓数量,信号前持仓占比,交易数量,交易后持仓数量,交易后持仓占比,DCF估值,价值比率,价值过滤器状态,行业名称,14周RSI,行业买入阈值,行业卖出阈值,行业极端买入,行业极端卖出,RSI信号类型,价格背离,维度二状态,MACD_DIF,MACD_DEA,MACD柱体,MACD颜色,柱体趋势,金叉死叉状态,维度三状态,布林中轨,布林上轨,布林下轨,价格布林位置,当前成交量,成交量基准,成交量比率,显著放量,维度四状态,最近5周价格,最近5周成交量,数据质量,计算异常,信号ID
2023-06-30 00:00:00,601919,中远海控(601919),BUY,9.4,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-06-30 00:00:00,9.4,606148,0.0365,303000,909148,0.0547,20.0,0.47,满足,航运港口,32.31,38.12,70.35,34.95,74.46,极端信号,无背离信号,买入,-0.3747,-0.3313,-0.0434,绿色,连续缩短,DIF死叉DEA,无,10.88,11.72,10.04,跌破下轨,2978264,3512011,0.85,是,买入,"[10.52, 10.66, 10.79, 10.66, 9.4]","[2390783, 2081554, 1918540, 1142050, 2978264]",数据长度263条,无,601919_20230630_BUY_1688083200
2023-08-04 00:00:00,002738,中矿资源(002738),BUY,43.64,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-08-04 00:00:00,43.64,0,0.0,184200,184200,0.05,60.0,0.73,满足,小金属,27.4,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-8.5207,-6.6346,-1.8862,绿色,连续放大,无交叉,买入,62.75,87.29,38.21,区间内,845797,661360,1.28,否,无,"[50.34, 51.3, 46.06, 45.86, 43.64]","[528472, 596691, 642010, 734247, 845797]",数据长度268条,无,002738_20230804_BUY_1691107200
2023-08-11 00:00:00,002738,中矿资源(002738),BUY,42.59,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-08-11 00:00:00,42.59,184200,0.0492,18400,202600,0.0541,60.0,0.71,满足,小金属,26.75,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-8.8096,-7.0696,-1.74,绿色,连续放大,无交叉,买入,61.4,87.21,35.58,区间内,409022,652207,0.63,否,无,"[51.3, 46.06, 45.86, 43.64, 42.59]","[596691, 642010, 734247, 845797, 409022]",数据长度269条,无,002738_20230811_BUY_1691712000
2023-08-18 00:00:00,002738,中矿资源(002738),BUY,40.36,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-08-18 00:00:00,40.36,202600,0.052,40500,243100,0.0623,60.0,0.67,满足,小金属,25.37,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.1134,-7.4783,-1.635,绿色,连续放大,无交叉,买入,59.9,86.92,32.87,区间内,383052,638942,0.6,否,无,"[46.06, 45.86, 43.64, 42.59, 40.36]","[642010, 734247, 845797, 409022, 383052]",数据长度270条,无,002738_20230818_BUY_1692316800
2023-08-25 00:00:00,002738,中矿资源(002738),BUY,37.26,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-08-25 00:00:00,37.26,243100,0.0574,48600,291700,0.0689,60.0,0.62,满足,小金属,23.54,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.4948,-7.8816,-1.6132,绿色,连续放大,无交叉,买入,58.4,86.91,29.89,区间内,586792,640011,0.92,否,无,"[45.86, 43.64, 42.59, 40.36, 37.26]","[734247, 845797, 409022, 383052, 586792]",数据长度271条,无,002738_20230825_BUY_1692921600
2023-09-01 00:00:00,002738,中矿资源(002738),BUY,37.23,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-09-01 00:00:00,37.23,291700,0.0653,58300,350000,0.0784,60.0,0.62,满足,小金属,23.53,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.6879,-8.2429,-1.445,绿色,连续放大,无交叉,买入,56.47,85.22,27.72,区间内,637714,626030,1.02,否,无,"[43.64, 42.59, 40.36, 37.26, 37.23]","[845797, 409022, 383052, 586792, 637714]",数据长度272条,无,002738_20230901_BUY_1693526400
2023-09-08 00:00:00,002738,中矿资源(002738),BUY,38.44,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-09-08 00:00:00,38.44,350000,0.0809,70000,420000,0.0971,60.0,0.64,满足,小金属,25.93,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.6322,-8.5207,-1.1114,绿色,连续放大,无交叉,买入,54.67,83.21,26.13,区间内,1034634,634368,1.63,是,无,"[42.59, 40.36, 37.26, 37.23, 38.44]","[409022, 383052, 586792, 637714, 1034634]",数据长度273条,无,002738_20230908_BUY_1694131200
2023-09-15 00:00:00,002738,中矿资源(002738),BUY,37.69,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-09-15 00:00:00,37.69,420000,0.0925,61700,481700,0.1061,60.0,0.63,满足,小金属,25.4,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.5386,-8.7243,-0.8143,绿色,连续放大,无交叉,买入,52.75,80.44,25.07,区间内,733465,629212,1.17,否,无,"[40.36, 37.26, 37.23, 38.44, 37.69]","[383052, 586792, 637714, 1034634, 733465]",数据长度274条,无,002738_20230915_BUY_1694736000
2023-09-22 00:00:00,002738,中矿资源(002738),BUY,37.55,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-09-22 00:00:00,37.55,481700,0.1076,12300,494000,0.1104,60.0,0.63,满足,小金属,25.29,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.3678,-8.853,-0.5148,绿色,连续放大,无交叉,买入,50.85,77.18,24.52,区间内,623995,647678,0.96,否,无,"[37.26, 37.23, 38.44, 37.69, 37.55]","[586792, 637714, 1034634, 733465, 623995]",数据长度275条,无,002738_20230922_BUY_1695340800
2023-09-28 00:00:00,002738,中矿资源(002738),BUY,36.41,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-09-28 00:00:00,36.41,494000,0.1061,2600,496600,0.1066,60.0,0.61,满足,小金属,24.41,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-9.2181,-8.926,-0.2921,绿色,连续放大,无交叉,买入,48.77,72.66,24.89,区间内,519312,637775,0.81,否,无,"[37.23, 38.44, 37.69, 37.55, 36.41]","[637714, 1034634, 733465, 623995, 519312]",数据长度276条,无,002738_20230928_BUY_1695859200
2023-10-13 00:00:00,002738,中矿资源(002738),BUY,39.23,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2023-10-13 00:00:00,39.23,496600,0.1157,500,497100,0.1159,60.0,0.65,满足,小金属,30.84,33.4,68.09,31.0,75.19,极端信号,无背离信号,买入,-8.7708,-8.895,0.1241,红色,连续放大,DIF金叉DEA,买入,46.67,65.68,27.67,区间内,1343473,662269,2.03,是,无,"[38.44, 37.69, 37.55, 36.41, 39.23]","[1034634, 733465, 623995, 519312, 1343473]",数据长度277条,无,002738_20231013_BUY_1697155200
2024-01-26 00:00:00,600985,淮北矿业(600985),SELL,17.57,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-01-26 00:00:00,17.57,829800,0.0811,165900,663900,0.0649,25.0,0.7,满足,煤炭开采,70.44,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,1.1338,0.92,0.2139,红色,连续缩短,无交叉,卖出,15.25,18.38,12.12,区间内,724885,962015,0.75,否,无,"[16.63, 17.72, 17.28, 16.71, 17.57]","[1431281, 1029344, 841016, 944588, 724885]",数据长度292条,无,600985_20240126_SELL_1706227200
2024-02-02 00:00:00,002738,中矿资源(002738),BUY,29.52,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,29.52,497100,0.0859,91500,588600,0.1018,60.0,0.49,满足,小金属,31.14,33.4,68.09,31.0,75.19,普通信号,无背离信号,买入,-4.0058,-4.8076,0.8017,红色,连续缩短,无交叉,无,36.65,40.83,32.48,跌破下轨,1293280,1011677,1.28,否,买入,"[36.14, 40.2, 38.49, 37.15, 29.52]","[625666, 1684363, 1597241, 1252624, 1293280]",数据长度293条,无,002738_20240202_BUY_1706832000
2024-02-02 00:00:00,600079,人福医药(600079),BUY,18.76,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,18.76,809500,0.0889,28600,838100,0.0921,28.0,0.67,满足,化学制药,30.6,35.53,73.1,31.82,79.75,极端信号,无背离信号,买入,-0.6558,-0.1491,-0.5067,绿色,连续缩短,无交叉,无,23.71,27.17,20.25,跌破下轨,945194,767815,1.23,是,买入,"[24.15, 23.34, 22.52, 21.41, 18.76]","[501049, 439291, 435168, 833744, 945194]",数据长度292条,无,600079_20240202_BUY_1706832000
2024-02-02 00:00:00,603345,安井食品(603345),BUY,71.99,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,71.99,0,0.0,1500,1500,0.0006,128.0,0.56,满足,食品加工,22.06,26.75,55.58,24.82,63.03,极端信号,无背离信号,买入,-15.097,-12.5076,-2.5894,绿色,连续缩短,无交叉,无,109.6,142.16,77.04,跌破下轨,311577,160661,1.94,否,买入,"[94.75, 96.42, 96.24, 81.5, 71.99]","[137101, 173604, 121098, 519030, 311577]",数据长度293条,无,603345_20240202_BUY_1706832000
2024-02-23 00:00:00,600985,淮北矿业(600985),SELL,19.59,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-02-23 00:00:00,19.59,663900,0.0689,132700,531200,0.0551,25.0,0.78,满足,煤炭开采,77.59,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,1.3332,1.0746,0.2585,红色,连续放大,无交叉,无,16.05,19.35,12.75,突破上轨,1631865,942632,1.73,是,卖出,"[16.71, 17.57, 17.41, 18.3, 19.59]","[944588, 724885, 777789, 1078623, 1631865]",数据长度295条,无,600985_20240223_SELL_1708646400
2024-03-08 00:00:00,601088,中国神华(601088),SELL,39.75,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-03-08 00:00:00,39.75,268300,0.0554,134100,134200,0.0277,45.0,0.88,满足,煤炭开采,75.71,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,2.394,1.6428,0.7512,红色,连续缩短,无交叉,卖出,33.44,40.06,26.82,区间内,1797260,1332458,1.35,否,无,"[37.02, 38.07, 39.85, 38.38, 39.75]","[1772628, 1724283, 1844258, 1988987, 1797260]",数据长度297条,无,601088_20240308_SELL_1709856000
2024-05-17 00:00:00,601919,中远海控(601919),SELL,14.06,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-05-17 00:00:00,14.06,909148,0.0636,181800,727348,0.0509,20.0,0.7,满足,航运港口,80.87,38.12,70.35,34.95,74.46,极端信号,无背离信号,卖出,0.6903,0.315,0.3753,红色,连续放大,无交叉,无,10.72,13.01,8.42,突破上轨,11914612,4851561,2.46,是,卖出,"[10.98, 11.33, 11.77, 13.35, 14.06]","[6193228, 5295634, 3752817, 9318572, 11914612]",数据长度307条,无,601919_20240517_SELL_1715904000
2024-06-28 00:00:00,601088,中国神华(601088),SELL,44.37,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-06-28 00:00:00,44.37,134200,0.0303,67100,67100,0.0152,45.0,0.99,满足,煤炭开采,70.82,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,2.6661,2.4825,0.1836,红色,连续缩短,无交叉,卖出,40.62,44.99,36.26,区间内,1041641,1406840,0.74,否,无,"[42.33, 44.15, 44.35, 44.11, 44.37]","[1144732, 1410126, 972255, 1235299, 1041641]",数据长度313条,无,601088_20240628_SELL_1719532800
2024-08-02 00:00:00,600900,长江电力(600900),SELL,30.24,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-02 00:00:00,30.24,1119400,0.182,223800,895600,0.1456,39.0,0.78,满足,电力,75.62,37.37,64.42,32.22,69.22,极端信号,无背离信号,卖出,1.6086,1.3374,0.2712,红色,连续缩短,无交叉,卖出,27.25,31.25,23.25,区间内,3565387,3831855,0.93,否,无,"[29.32, 29.88, 30.58, 30.15, 30.24]","[3708491, 4060452, 4341904, 4885457, 3565387]",数据长度316条,无,600900_20240802_SELL_1722556800
2024-08-09 00:00:00,600900,长江电力(600900),SELL,29.54,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-09 00:00:00,29.54,895600,0.1417,179100,716500,0.1134,39.0,0.76,满足,电力,67.98,37.37,64.42,32.22,69.22,普通信号,无背离信号,卖出,1.553,1.3805,0.1725,红色,连续缩短,无交叉,卖出,27.47,31.45,23.5,区间内,3308521,3793284,0.87,否,无,"[29.88, 30.58, 30.15, 30.24, 29.54]","[4060452, 4341904, 4885457, 3565387, 3308521]",数据长度317条,无,600900_20240809_SELL_1723161600
2024-08-16 00:00:00,600900,长江电力(600900),SELL,29.62,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-16 00:00:00,29.62,716500,0.112,143300,573200,0.0896,39.0,0.76,满足,电力,68.37,37.37,64.42,32.22,69.22,普通信号,无背离信号,卖出,1.4982,1.4041,0.0941,红色,连续缩短,无交叉,卖出,27.71,31.61,23.81,区间内,2759543,3752332,0.74,否,无,"[30.58, 30.15, 30.24, 29.54, 29.62]","[4341904, 4885457, 3565387, 3308521, 2759543]",数据长度318条,无,600900_20240816_SELL_1723766400
2024-08-23 00:00:00,600985,淮北矿业(600985),BUY,13.46,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-08-23 00:00:00,13.46,531200,0.0385,265600,796800,0.0577,25.0,0.54,满足,煤炭开采,33.32,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.8451,-0.3259,-0.5193,绿色,连续放大,无交叉,买入,17.0,21.31,12.7,区间内,889856,957149,0.93,否,无,"[14.31, 14.51, 14.54, 14.29, 13.46]","[1020832, 815730, 723392, 639145, 889856]",数据长度321条,无,600985_20240823_BUY_1724371200
2024-08-23 00:00:00,600900,长江电力(600900),SELL,29.91,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-23 00:00:00,29.91,573200,0.0923,114600,458600,0.0738,39.0,0.77,满足,电力,69.82,37.37,64.42,32.22,69.22,极端信号,无背离信号,卖出,1.4612,1.4155,0.0457,红色,连续缩短,无交叉,卖出,27.98,31.69,24.27,区间内,2686689,3738670,0.72,否,无,"[30.15, 30.24, 29.54, 29.62, 29.91]","[4885457, 3565387, 3308521, 2759543, 2686689]",数据长度319条,无,600900_20240823_SELL_1724371200
2025-02-21 00:00:00,601088,中国神华(601088),BUY,35.38,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,35.38,67100,0.0122,6700,73800,0.0134,45.0,0.79,满足,煤炭开采,34.0,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6696,-0.098,-0.5716,绿色,连续缩短,无交叉,无,40.37,43.86,36.89,跌破下轨,2593196,1486930,1.74,是,买入,"[39.08, 40.0, 38.89, 38.13, 35.38]","[1467683, 294570, 825712, 1367696, 2593196]",数据长度347条,无,601088_20250221_BUY_1740096000
2025-02-21 00:00:00,601225,陕西煤业(601225),BUY,19.53,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,19.53,488200,0.0488,244100,732300,0.0732,40.0,0.49,满足,煤炭开采,32.0,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.9825,-0.6068,-0.3757,绿色,连续缩短,无交叉,无,23.2,26.38,20.02,跌破下轨,2341010,1777713,1.32,是,买入,"[21.58, 21.75, 21.27, 21.19, 19.53]","[1644891, 215875, 1138486, 1454671, 2341010]",数据长度347条,无,601225_20250221_BUY_1740096000
2025-02-28 00:00:00,601225,陕西煤业(601225),BUY,18.95,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-28 00:00:00,18.95,732300,0.0715,366100,1098400,0.1072,40.0,0.47,满足,煤炭开采,30.19,34.31,69.3,31.73,77.83,极端信号,无背离信号,买入,-1.1528,-0.716,-0.4368,绿色,连续缩短,无交叉,无,22.88,26.39,19.36,跌破下轨,2180008,1714395,1.27,否,买入,"[21.75, 21.27, 21.19, 19.53, 18.95]","[215875, 1138486, 1454671, 2341010, 2180008]",数据长度348条,无,601225_20250228_BUY_1740700800
2025-03-21 00:00:00,601898,中煤能源(601898),BUY,10.23,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-21 00:00:00,10.23,2109700,0.1082,814000,2923700,0.15,39.0,0.26,满足,煤炭开采,34.07,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6492,-0.4759,-0.1733,绿色,连续放大,无交叉,买入,11.55,13.49,9.62,区间内,1912858,1413786,1.35,否,无,"[10.37, 10.12, 10.03, 10.38, 10.23]","[1346110, 1931384, 1959782, 2112313, 1912858]",数据长度351条,无,601898_20250321_BUY_1742515200
2025-03-28 00:00:00,601898,中煤能源(601898),BUY,10.12,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-28 00:00:00,10.12,2923700,0.1486,28300,2952000,0.15,39.0,0.26,满足,煤炭开采,33.19,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6614,-0.513,-0.1484,绿色,连续放大,无交叉,买入,11.42,13.35,9.48,区间内,2312252,1442331,1.6,否,无,"[10.12, 10.03, 10.38, 10.23, 10.12]","[1931384, 1959782, 2112313, 1912858, 2312252]",数据长度352条,无,601898_20250328_BUY_1743120000
2025-04-11 00:00:00,600985,淮北矿业(600985),BUY,12.26,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-04-11 00:00:00,12.26,796800,0.0524,398400,1195200,0.0785,25.0,0.49,满足,煤炭开采,33.81,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.5763,-0.5409,-0.0354,绿色,连续缩短,DIF死叉DEA,无,13.7,14.83,12.58,跌破下轨,1072976,951413,1.13,否,买入,"[13.91, 13.69, 13.27, 13.26, 12.26]","[991246, 689689, 1146657, 607348, 1072976]",数据长度354条,无,600985_20250411_BUY_1744329600
2025-04-11 00:00:00,601898,中煤能源(601898),BUY,9.87,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,未执行,单股仓位已达上限,,0.0,2952000,0.1562,0,2952000,0.1562,39.0,0.25,满足,煤炭开采,33.14,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6601,-0.5629,-0.0972,绿色,连续放大,无交叉,买入,11.15,13.0,9.3,区间内,2208357,1431561,1.54,否,无,"[10.38, 10.23, 10.12, 10.4, 9.87]","[2112313, 1912858, 2312252, 1227785, 2208357]",数据长度354条,无,601898_20250411_BUY_1744329600
2025-06-20 00:00:00,600985,淮北矿业(600985),BUY,11.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-06-20 00:00:00,11.25,1195200,0.0692,597600,1792800,0.1038,25.0,0.45,满足,煤炭开采,32.55,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6677,-0.6435,-0.0243,绿色,连续缩短,DIF死叉DEA,无,12.76,14.26,11.27,跌破下轨,824703,790386,1.04,否,买入,"[12.37, 12.43, 12.76, 11.9, 11.25]","[654705, 594002, 669082, 985039, 824703]",数据长度364条,无,600985_20250620_BUY_1750377600
