日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2024/08/09,SELL,长江电力(600900),34000,136000,29.54,39.00,75.7,低估,当前价格低估24.3%，但未达到安全边际要求,1004360.0,2229.68,减仓 20% (slight_undervalue_sell),29.54,67.98,1.5377,1.362,0.1757,31.45,27.47,23.5,330852050,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/16,SELL,长江电力(600900),27200,108800,29.62,39.00,76.0,低估,当前价格低估24.0%，但未达到安全边际要求,805664.0,1788.57,减仓 20% (slight_undervalue_sell),29.62,68.37,1.4838,1.3864,0.0974,31.61,27.71,23.81,275954303,0.76,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/23,SELL,长江电力(600900),21700,87100,29.91,39.00,76.7,低估,当前价格低估23.3%，但未达到安全边际要求,649047.0,1440.88,减仓 20% (slight_undervalue_sell),29.91,69.83,1.4477,1.3986,0.0491,31.69,27.98,24.27,268668853,0.87,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/23,BUY,淮北矿业(600985),92600,277800,13.46,25.00,53.8,低估,当前价格低估46.2%，符合安全边际要求,1246396.0,1520.6,加仓 50%持仓价值 (extreme_undervalue),13.46,33.0,-0.8703,-0.3583,-0.512,21.31,17.0,12.7,88985638,1.16,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2024/08/23,BUY,天齐锂业(002466),42900,128800,25.11,75.00,33.5,低估,当前价格低估66.5%，符合安全边际要求,1077219.0,1292.66,加仓 50%持仓价值 (extreme_undervalue),25.11,21.61,-6.0452,-5.9509,-0.0944,46.81,33.81,20.82,121557490,1.25,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/09/13,BUY,淮北矿业(600985),138900,416700,13.02,25.00,52.1,低估,当前价格低估47.9%，符合安全边际要求,1808478.0,2206.34,加仓 50%持仓价值 (extreme_undervalue),13.02,34.27,-1.0165,-0.6474,-0.3691,20.73,16.24,11.74,77656972,0.83,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2024/09/13,BUY,云铝股份(000807),214700,644200,11.44,25.00,45.8,低估,当前价格低估54.2%，符合安全边际要求,2456168.0,2947.4,加仓 50%持仓价值 (extreme_undervalue),11.44,38.44,-0.5056,-0.2623,-0.2434,15.79,13.17,10.55,130032205,0.92,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2024/09/13,BUY,人福医药(600079),128500,385500,16.13,28.00,57.6,低估,当前价格低估42.4%，符合安全边际要求,2072705.0,2528.7,加仓 50%持仓价值 (extreme_undervalue),16.13,34.07,-0.6299,-0.6816,0.0518,21.43,18.93,16.43,125309900,1.52,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2025/02/21,BUY,中国神华(601088),1800,20400,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,63684.0,77.69,加仓 10%持仓价值 (slight_undervalue),35.38,33.94,-0.6775,-0.1094,-0.5681,43.86,40.37,36.89,259319639,2.04,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,陕西煤业(601225),111100,333300,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,2169783.0,2647.14,加仓 50%持仓价值 (extreme_undervalue),19.53,31.95,-0.9873,-0.6137,-0.3736,26.38,23.2,20.02,234100956,1.82,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,中国神华(601088),2000,22400,35.45,45.00,78.8,低估,当前价格低估21.2%，但未达到安全边际要求,70900.0,86.5,加仓 10%持仓价值 (slight_undervalue),35.45,34.27,-0.928,-0.2731,-0.6549,43.96,40.02,36.08,244278718,1.35,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,陕西煤业(601225),166600,499900,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,3157070.0,3851.63,加仓 50%持仓价值 (extreme_undervalue),18.95,30.14,-1.1572,-0.7224,-0.4348,26.39,22.88,19.36,218000764,1.23,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,BUY,中煤能源(601898),236700,710100,10.23,39.00,26.2,低估,当前价格低估73.8%，符合安全边际要求,2421441.0,2954.16,加仓 50%持仓价值 (extreme_undervalue),10.23,34.03,-0.6512,-0.4788,-0.1724,13.49,11.55,9.62,191285789,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,BUY,中煤能源(601898),355000,1065100,10.12,39.00,25.9,低估,当前价格低估74.0%，符合安全边际要求,3592600.0,4382.97,加仓 50%持仓价值 (extreme_undervalue),10.12,33.14,-0.6632,-0.5157,-0.1475,13.35,11.42,9.48,231225212,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,淮北矿业(600985),208300,625000,12.26,25.00,49.0,低估,当前价格低估51.0%，符合安全边际要求,2553758.0,3115.58,加仓 50%持仓价值 (extreme_undervalue),12.26,33.77,-0.5785,-0.5441,-0.0344,14.83,13.7,12.58,107297594,1.22,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,中煤能源(601898),420300,1485400,9.87,39.00,25.3,低估,当前价格低估74.7%，符合安全边际要求,4148361.0,5061.0,现金不足，加仓80%现金 (extreme_undervalue),9.87,33.1,-0.6617,-0.5652,-0.0965,13.0,11.15,9.3,220835724,1.15,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,BUY,淮北矿业(600985),73300,698300,11.25,25.00,45.0,低估,当前价格低估55.0%，符合安全边际要求,824625.0,1006.04,现金不足，加仓80%现金 (extreme_undervalue),11.25,32.53,-0.6687,-0.645,-0.0238,14.26,12.76,11.27,82470346,1.07,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/08/15,BUY,长江电力(600900),5900,93000,27.63,39.00,70.8,低估,当前价格低估29.2%，但未达到安全边际要求,163017.0,198.88,现金不足，加仓80%现金 (slight_undervalue),27.63,36.05,-0.0814,0.2527,-0.3341,31.31,29.5,27.7,501088162,0.94,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/09/05,BUY,格力电器(000651),800,149500,41.36,84.00,49.2,低估,当前价格低估50.8%，符合安全边际要求,33088.0,39.71,现金不足，加仓80%现金 (extreme_undervalue),41.36,36.46,0.0381,0.5614,-0.5233,49.05,45.83,42.6,464119580,1.28,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/10/03,BUY,长江电力(600900),200,93200,27.25,39.00,69.9,低估,当前价格低估30.1%，符合安全边际要求,5450.0,10.56,现金不足，加仓80%现金 (obvious_undervalue),27.25,36.13,-0.4417,-0.2152,-0.2265,31.4,28.9,26.41,154585874,0.45,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/10/24,SELL,赣锋锂业(002460),57400,57500,64.3,80.00,80.4,低估,当前价格低估19.6%，但未达到安全边际要求,3690820.0,8119.8,减仓 50% (fair_value),64.3,81.08,7.4557,4.843,2.6128,66.14,43.93,21.73,403602489,1.08,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2025/10/24,SELL,云铝股份(000807),322100,322100,23.18,25.00,92.7,低估,当前价格低估7.3%，但未达到安全边际要求,7466278.0,16425.81,减仓 50% (fair_value),23.18,73.03,1.5589,1.1281,0.4307,22.74,18.24,13.74,334223976,1.52,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,工业金属,70.61,38.45,76.29,33.57
2025/10/24,BUY,格力电器(000651),74700,224200,40.5,84.00,48.2,低估,当前价格低估51.8%，符合安全边际要求,3025350.0,3630.42,加仓 50%持仓价值 (extreme_undervalue),40.5,37.06,-1.344,-0.7637,-0.5803,49.98,43.88,37.77,168033352,1.09,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/10/31,BUY,格力电器(000651),112100,336300,39.75,84.00,47.3,低估,当前价格低估52.7%，符合安全边际要求,4455975.0,5347.17,加仓 50%持仓价值 (extreme_undervalue),39.75,34.6,-1.4114,-0.8932,-0.5182,49.96,43.62,37.28,260317105,1.31,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/11/07,BUY,格力电器(000651),72900,409200,40.02,84.00,47.6,低估,当前价格低估52.4%，符合安全边际要求,2917458.0,3500.95,现金不足，加仓80%现金 (extreme_undervalue),40.02,36.24,-1.4267,-0.9999,-0.4267,49.89,43.39,36.88,188507491,0.88,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/11/14,SELL,赣锋锂业(002460),28700,28800,68.89,80.00,86.1,低估,当前价格低估13.9%，但未达到安全边际要求,1977143.0,4349.71,减仓 50% (fair_value),68.89,81.23,9.0375,6.7418,2.2957,75.38,49.52,23.66,470026436,1.02,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2025/11/21,BUY,格力电器(000651),53600,462800,40.25,84.00,47.9,低估,当前价格低估52.1%，符合安全边际要求,2157400.0,2588.88,现金不足，加仓80%现金 (extreme_undervalue),40.25,38.41,-1.3474,-1.1293,-0.2181,49.29,42.83,36.38,173398017,0.8,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/11/28,SELL,天齐锂业(002466),25700,103100,55.03,75.00,73.4,低估,当前价格低估26.6%，但未达到安全边际要求,1414271.0,3111.4,减仓 20% (slight_undervalue_sell),55.03,72.82,5.4774,4.6508,0.8266,58.64,46.82,35.01,408321151,0.82,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2025/11/28,BUY,格力电器(000651),38600,501400,40.36,84.00,48.0,低估,当前价格低估52.0%，符合安全边际要求,1557896.0,1869.48,现金不足，加仓80%现金 (extreme_undervalue),40.36,39.11,-1.3021,-1.1639,-0.1382,48.75,42.5,36.25,158869224,0.83,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/12/12,BUY,人福医药(600079),17600,403100,17.73,28.00,63.3,低估,当前价格低估36.7%，符合安全边际要求,312048.0,380.7,现金不足，加仓80%现金 (obvious_undervalue),17.73,30.81,-0.6258,-0.2741,-0.3517,22.89,20.67,18.46,136879983,1.36,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
