日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2024/08/23,SELL,长江电力(600900),21700,87100,29.91,39.00,76.7,低估,当前价格低估23.3%，但未达到安全边际要求,649047.0,1440.88,减仓 20% (slight_undervalue_sell),29.91,69.82,1.4612,1.4155,0.0457,31.69,27.98,24.27,2686688,0.87,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/23,BUY,淮北矿业(600985),92600,277800,13.46,25.00,53.8,低估,当前价格低估46.2%，符合安全边际要求,1246396.0,1520.6,加仓 50%持仓价值 (extreme_undervalue),13.46,33.32,-0.8451,-0.3259,-0.5193,21.31,17.0,12.7,889856,1.16,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,中国神华(601088),3700,40900,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,130906.0,159.71,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6696,-0.098,-0.5716,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,陕西煤业(601225),111100,333300,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,2169783.0,2647.14,加仓 50%持仓价值 (extreme_undervalue),19.53,32.0,-0.9825,-0.6068,-0.3757,26.38,23.2,20.02,2341010,1.82,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,陕西煤业(601225),166600,499900,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,3157070.0,3851.63,加仓 50%持仓价值 (extreme_undervalue),18.95,30.19,-1.1528,-0.716,-0.4368,26.39,22.88,19.36,2180008,1.23,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,BUY,中煤能源(601898),236700,710100,10.23,39.00,26.2,低估,当前价格低估73.8%，符合安全边际要求,2421441.0,2954.16,加仓 50%持仓价值 (extreme_undervalue),10.23,34.07,-0.6492,-0.4759,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,BUY,中煤能源(601898),355000,1065100,10.12,39.00,25.9,低估,当前价格低估74.0%，符合安全边际要求,3592600.0,4382.97,加仓 50%持仓价值 (extreme_undervalue),10.12,33.19,-0.6614,-0.513,-0.1484,13.35,11.42,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,淮北矿业(600985),138900,416700,12.26,25.00,49.0,低估,当前价格低估51.0%，符合安全边际要求,1702914.0,2077.56,加仓 50%持仓价值 (extreme_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,中煤能源(601898),532500,1597600,9.87,39.00,25.3,低估,当前价格低估74.7%，符合安全边际要求,5255775.0,6412.05,加仓 50%持仓价值 (extreme_undervalue),9.87,33.14,-0.6601,-0.5629,-0.0972,13.0,11.15,9.3,2208357,1.15,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,BUY,淮北矿业(600985),208300,625000,11.25,25.00,45.0,低估,当前价格低估55.0%，符合安全边际要求,2343375.0,2858.92,加仓 50%持仓价值 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/08/15,BUY,长江电力(600900),8700,95800,27.63,39.00,70.8,低估,当前价格低估29.2%，但未达到安全边际要求,240381.0,293.26,加仓 10%持仓价值 (slight_undervalue),27.63,36.05,-0.0811,0.2532,-0.3342,31.31,29.5,27.7,5010882,0.94,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/09/05,BUY,格力电器(000651),74300,223000,41.36,84.00,49.2,低估,当前价格低估50.8%，符合安全边际要求,3073048.0,3687.66,加仓 50%持仓价值 (extreme_undervalue),41.36,36.46,0.0384,0.5618,-0.5234,49.05,45.83,42.6,4641196,1.28,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/10/03,BUY,长江电力(600900),19100,114900,27.25,39.00,69.9,低估,当前价格低估30.1%，符合安全边际要求,520475.0,634.98,加仓 20%持仓价值 (obvious_undervalue),27.25,36.13,-0.4415,-0.2149,-0.2266,31.4,28.9,26.41,1545859,0.45,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/10/17,BUY,格力电器(000651),111500,334500,40.22,84.00,47.9,低估,当前价格低估52.1%，符合安全边际要求,4484530.0,5381.44,加仓 50%持仓价值 (extreme_undervalue),40.22,35.47,-1.3146,-0.6183,-0.6962,50.01,44.1,38.18,2411546,1.43,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/10/24,SELL,云铝股份(000807),214700,214800,23.18,25.00,92.7,低估,当前价格低估7.3%，但未达到安全边际要求,4976746.0,10948.84,减仓 50% (fair_value),23.18,73.03,1.5588,1.128,0.4308,22.74,18.24,13.74,3342240,1.52,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,工业金属,70.61,38.45,76.29,33.57
2025/10/24,BUY,格力电器(000651),164900,499400,40.5,84.00,48.2,低估,当前价格低估51.8%，符合安全边际要求,6678450.0,8014.14,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入164900股),40.5,37.06,-1.3438,-0.7634,-0.5804,49.98,43.88,37.77,1680334,1.09,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/10/31,BUY,格力电器(000651),17800,517200,39.75,84.00,47.3,低估,当前价格低估52.7%，符合安全边际要求,707550.0,849.06,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入17800股),39.75,34.6,-1.4113,-0.893,-0.5183,49.96,43.62,37.28,2603171,1.31,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/11/07,BUY,格力电器(000651),13800,531000,40.02,84.00,47.6,低估,当前价格低估52.4%，符合安全边际要求,552276.0,662.73,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入13800股),40.02,36.24,-1.4265,-0.9997,-0.4268,49.89,43.39,36.88,1885075,0.88,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/12/10,BUY,人福医药(600079),51400,308400,17.75,28.00,63.4,低估,当前价格低估36.6%，符合安全边际要求,912350.0,1113.07,加仓 20%持仓价值 (obvious_undervalue),17.75,30.9,-0.6243,-0.2739,-0.3504,22.89,20.68,18.46,1047793,1.13,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2025/12/12,SELL,中矿资源(002738),93200,93200,65.08,70.00,93.0,低估,当前价格低估7.0%，但未达到安全边际要求,6065456.0,13344.0,减仓 50% (fair_value),65.08,72.41,7.6949,6.2527,1.4422,70.16,50.52,30.88,1082039,0.68,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
