日期,股票代码,股票名称,信号类型,当前价格,维度一状态,技术维度满足数,三者取二,信号强度,决策依据,执行状态,未执行原因,执行日期,执行价格,信号前持仓数量,信号前持仓占比,交易数量,交易后持仓数量,交易后持仓占比,DCF估值,价值比率,价值过滤器状态,行业名称,14周RSI,行业买入阈值,行业卖出阈值,行业极端买入,行业极端卖出,RSI信号类型,价格背离,维度二状态,MACD_DIF,MACD_DEA,MACD柱体,MACD颜色,柱体趋势,金叉死叉状态,维度三状态,布林中轨,布林上轨,布林下轨,价格布林位置,当前成交量,成交量基准,成交量比率,显著放量,维度四状态,最近5周价格,最近5周成交量,数据质量,计算异常,信号ID
2024-08-16 00:00:00,600900,长江电力(600900),SELL,29.62,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-16 00:00:00,29.62,136000,0.0396,27200,108800,0.0317,39.0,0.76,满足,电力,68.37,37.37,64.42,32.22,69.22,普通信号,无背离信号,卖出,1.4982,1.4041,0.0941,红色,连续缩短,无交叉,卖出,27.71,31.61,23.81,区间内,2759542,3629727,0.76,否,无,"[30.58, 30.15, 30.24, 29.54, 29.62]","[4341904, 4885457, 3565387, 3308522, 2759542]",数据长度164条,无,600900_20240816_SELL_1723766400
2024-08-23 00:00:00,600985,淮北矿业(600985),BUY,13.46,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-08-23 00:00:00,13.46,185200,0.0248,92600,277800,0.0371,25.0,0.54,满足,煤炭开采,33.32,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.8451,-0.3259,-0.5193,绿色,连续放大,无交叉,买入,17.0,21.31,12.7,区间内,889856,767030,1.16,否,无,"[14.31, 14.51, 14.54, 14.29, 13.46]","[1020832, 815730, 723392, 639145, 889856]",数据长度167条,无,600985_20240823_BUY_1724371200
2024-08-23 00:00:00,002466,天齐锂业(002466),BUY,25.11,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-08-23 00:00:00,25.11,85900,0.0214,42900,128800,0.0321,75.0,0.33,满足,能源金属,21.87,25.33,66.06,22.83,72.56,极端信号,无背离信号,买入,-6.1589,-6.0986,-0.0603,绿色,连续放大,无交叉,买入,33.81,46.81,20.82,区间内,1215575,971486,1.25,否,无,"[29.12, 28.53, 27.39, 26.7, 25.11]","[1026838, 937067, 887326, 845978, 1215575]",数据长度167条,无,002466_20240823_BUY_1724371200
2024-08-23 00:00:00,600900,长江电力(600900),SELL,29.91,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-08-23 00:00:00,29.91,108800,0.0323,21700,87100,0.0259,39.0,0.77,满足,电力,69.82,37.37,64.42,32.22,69.22,极端信号,无背离信号,卖出,1.4612,1.4155,0.0457,红色,连续缩短,无交叉,卖出,27.98,31.69,24.27,区间内,2686688,3080034,0.87,否,无,"[30.15, 30.24, 29.54, 29.62, 29.91]","[4885457, 3565387, 3308522, 2759542, 2686688]",数据长度165条,无,600900_20240823_SELL_1724371200
2025-02-21 00:00:00,601088,中国神华(601088),BUY,35.38,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,35.38,37200,0.0122,3700,40900,0.0135,45.0,0.79,满足,煤炭开采,34.0,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6696,-0.098,-0.5716,绿色,连续缩短,无交叉,无,40.37,43.86,36.89,跌破下轨,2593196,1270293,2.04,是,买入,"[39.08, 40.0, 38.89, 38.13, 35.38]","[1467683, 294570, 825712, 1367696, 2593196]",数据长度193条,无,601088_20250221_BUY_1740096000
2025-02-21 00:00:00,601225,陕西煤业(601225),BUY,19.53,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-21 00:00:00,19.53,222200,0.0404,111100,333300,0.0605,40.0,0.49,满足,煤炭开采,32.0,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.9825,-0.6068,-0.3757,绿色,连续缩短,无交叉,无,23.2,26.38,20.02,跌破下轨,2341010,1287510,1.82,是,买入,"[21.58, 21.75, 21.27, 21.19, 19.53]","[1644891, 215875, 1138486, 1454671, 2341010]",数据长度193条,无,601225_20250221_BUY_1740096000
2025-02-28 00:00:00,601225,陕西煤业(601225),BUY,18.95,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-02-28 00:00:00,18.95,333300,0.0589,166600,499900,0.0884,40.0,0.47,满足,煤炭开采,30.19,34.31,69.3,31.73,77.83,极端信号,无背离信号,买入,-1.1528,-0.716,-0.4368,绿色,连续缩短,无交叉,无,22.88,26.39,19.36,跌破下轨,2180008,1778543,1.23,否,买入,"[21.75, 21.27, 21.19, 19.53, 18.95]","[215875, 1138486, 1454671, 2341010, 2180008]",数据长度194条,无,601225_20250228_BUY_1740700800
2025-03-21 00:00:00,601898,中煤能源(601898),BUY,10.23,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-21 00:00:00,10.23,473400,0.0442,236700,710100,0.0662,39.0,0.26,满足,煤炭开采,34.07,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6492,-0.4759,-0.1733,绿色,连续放大,无交叉,买入,11.55,13.49,9.62,区间内,1912858,1979084,0.97,否,无,"[10.37, 10.12, 10.03, 10.38, 10.23]","[1346110, 1931384, 1959782, 2112313, 1912858]",数据长度197条,无,601898_20250321_BUY_1742515200
2025-03-28 00:00:00,601898,中煤能源(601898),BUY,10.12,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-03-28 00:00:00,10.12,710100,0.0652,355000,1065100,0.0978,39.0,0.26,满足,煤炭开采,33.19,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6614,-0.513,-0.1484,绿色,连续放大,无交叉,买入,11.42,13.35,9.48,区间内,2312252,2074301,1.11,否,无,"[10.12, 10.03, 10.38, 10.23, 10.12]","[1931384, 1959782, 2112313, 1912858, 2312252]",数据长度198条,无,601898_20250328_BUY_1743120000
2025-04-11 00:00:00,600985,淮北矿业(600985),BUY,12.26,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-04-11 00:00:00,12.26,277800,0.0327,138900,416700,0.049,25.0,0.49,满足,煤炭开采,33.81,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.5763,-0.5409,-0.0354,绿色,连续缩短,DIF死叉DEA,无,13.7,14.83,12.58,跌破下轨,1072976,879167,1.22,否,买入,"[13.91, 13.69, 13.27, 13.26, 12.26]","[991246, 689689, 1146657, 607348, 1072976]",数据长度200条,无,600985_20250411_BUY_1744329600
2025-04-11 00:00:00,601898,中煤能源(601898),BUY,9.87,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-04-11 00:00:00,9.87,1065100,0.1009,517800,1582900,0.15,39.0,0.25,满足,煤炭开采,33.14,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6601,-0.5629,-0.0972,绿色,连续放大,无交叉,买入,11.15,13.0,9.3,区间内,2208357,1915313,1.15,否,无,"[10.38, 10.23, 10.12, 10.4, 9.87]","[2112313, 1912858, 2312252, 1227785, 2208357]",数据长度200条,无,601898_20250411_BUY_1744329600
2025-06-20 00:00:00,600985,淮北矿业(600985),BUY,11.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-06-20 00:00:00,11.25,416700,0.0431,208300,625000,0.0646,25.0,0.45,满足,煤炭开采,32.55,34.31,69.3,31.73,77.83,普通信号,无背离信号,买入,-0.6677,-0.6435,-0.0243,绿色,连续缩短,DIF死叉DEA,无,12.76,14.26,11.27,跌破下轨,824703,768206,1.07,否,买入,"[12.37, 12.43, 12.76, 11.9, 11.25]","[654705, 594002, 669082, 985039, 824703]",数据长度210条,无,600985_20250620_BUY_1750377600
2025-08-15 00:00:00,600900,长江电力(600900),BUY,27.63,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-08-15 00:00:00,27.63,87100,0.02,8700,95800,0.0219,39.0,0.71,满足,电力,36.05,37.37,64.42,32.22,69.22,普通信号,无背离信号,买入,-0.0811,0.2532,-0.3342,绿色,连续缩短,无交叉,无,29.5,31.31,27.7,跌破下轨,5010882,5304530,0.94,否,买入,"[29.5, 28.75, 27.99, 27.86, 27.63]","[2936579, 5473385, 6101635, 4632221, 5010882]",数据长度216条,无,600900_20250815_BUY_1755216000
2025-09-05 00:00:00,000651,格力电器(000651),BUY,41.36,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-09-05 00:00:00,41.36,148700,0.0503,74300,223000,0.0754,84.0,0.49,满足,白色家电,36.46,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,0.0384,0.5618,-0.5234,绿色,连续缩短,无交叉,无,45.83,49.05,42.6,跌破下轨,4641196,3630789,1.28,否,买入,"[47.44, 47.79, 47.11, 42.6, 41.36]","[1289699, 1621839, 3056249, 5203873, 4641196]",数据长度221条,无,000651_20250905_BUY_1757030400
2025-10-03 00:00:00,600900,长江电力(600900),BUY,27.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-03 00:00:00,27.25,95800,0.1315,13400,109200,0.1499,39.0,0.7,满足,电力,36.13,37.37,64.42,32.22,69.22,普通信号,无背离信号,买入,-0.4415,-0.2149,-0.2266,绿色,连续放大,无交叉,买入,28.9,31.4,26.41,区间内,1545859,3440284,0.45,否,无,"[28.07, 27.93, 27.2, 27.47, 27.25]","[7096858, 4244366, 4098816, 3872097, 1545859]",数据长度223条,无,600900_20251003_BUY_1759449600
2025-10-17 00:00:00,000651,格力电器(000651),BUY,40.22,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-17 00:00:00,40.22,223000,0.0674,111500,334500,0.1011,84.0,0.48,满足,白色家电,35.47,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3146,-0.6183,-0.6962,绿色,连续放大,无交叉,买入,44.1,50.01,38.18,区间内,2411546,1690984,1.43,是,无,"[40.44, 39.85, 39.72, 40.41, 40.22]","[2548167, 2299149, 805568, 1247675, 2411546]",数据长度227条,无,000651_20251017_BUY_1760659200
2025-10-24 00:00:00,002460,赣锋锂业(002460),SELL,64.3,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-10-24 00:00:00,64.3,114900,0.0537,57400,57500,0.0269,80.0,0.8,满足,能源金属,81.08,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,7.4546,4.8413,2.6133,红色,连续缩短,无交叉,卖出,43.93,66.14,21.73,区间内,4036025,3740777,1.08,否,无,"[54.25, 60.88, 63.93, 60.96, 64.3]","[5900180, 2313626, 2853930, 5759527, 4036025]",数据长度228条,无,002460_20251024_SELL_1761264000
2025-10-24 00:00:00,000807,云铝股份(000807),SELL,23.18,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-10-24 00:00:00,23.18,429500,0.0724,214700,214800,0.0362,25.0,0.93,满足,工业金属,73.03,38.45,70.61,33.57,76.29,普通信号,无背离信号,卖出,1.5588,1.128,0.4308,红色,连续放大,无交叉,无,18.24,22.74,13.74,突破上轨,3342240,2205105,1.52,是,卖出,"[19.7, 20.6, 20.99, 20.68, 23.18]","[2248514, 842137, 1470706, 3165337, 3342240]",数据长度228条,无,000807_20251024_SELL_1761264000
2025-10-24 00:00:00,000651,格力电器(000651),BUY,40.5,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-24 00:00:00,40.5,334500,0.0985,167200,501700,0.1477,84.0,0.48,满足,白色家电,37.06,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3438,-0.7634,-0.5804,绿色,连续放大,无交叉,买入,43.88,49.98,37.77,区间内,1680334,1536280,1.09,否,无,"[39.85, 39.72, 40.41, 40.22, 40.5]","[2299149, 805568, 1247675, 2411546, 1680334]",数据长度228条,无,000651_20251024_BUY_1761264000
2025-10-31 00:00:00,000651,格力电器(000651),BUY,39.75,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-10-31 00:00:00,39.75,501700,0.1417,29200,530900,0.15,84.0,0.47,满足,白色家电,34.6,39.39,73.16,34.98,77.81,极端信号,无背离信号,买入,-1.4113,-0.893,-0.5183,绿色,连续放大,无交叉,买入,43.62,49.96,37.28,区间内,2603171,1985681,1.31,是,无,"[39.72, 40.41, 40.22, 40.5, 39.75]","[805568, 1247675, 2411546, 1680334, 2603171]",数据长度229条,无,000651_20251031_BUY_1761868800
2025-11-07 00:00:00,000651,格力电器(000651),BUY,40.02,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-11-07 00:00:00,40.02,530900,0.1457,15600,546500,0.15,84.0,0.48,满足,白色家电,36.24,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.4265,-0.9997,-0.4268,绿色,连续放大,无交叉,买入,43.39,49.89,36.88,区间内,1885075,2145031,0.88,否,无,"[40.41, 40.22, 40.5, 39.75, 40.02]","[1247675, 2411546, 1680334, 2603171, 1885075]",数据长度230条,无,000651_20251107_BUY_1762473600
2025-11-14 00:00:00,002460,赣锋锂业(002460),SELL,68.89,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-11-14 00:00:00,68.89,57500,0.0272,28700,28800,0.0136,80.0,0.86,满足,能源金属,81.22,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,9.0366,6.7405,2.2961,红色,连续缩短,无交叉,卖出,49.52,75.38,23.66,区间内,4700264,4626775,1.02,否,无,"[60.96, 64.3, 69.02, 69.99, 68.89]","[5759527, 4036025, 5405674, 4365137, 4700264]",数据长度231条,无,002460_20251114_SELL_1763078400
2025-11-21 00:00:00,000651,格力电器(000651),BUY,40.25,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,未执行,单股仓位已达上限,,0.0,546500,0.1556,0,546500,0.1556,84.0,0.48,满足,白色家电,38.41,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.3473,-1.1292,-0.2181,绿色,连续放大,无交叉,买入,42.83,49.29,36.38,区间内,1733980,2176172,0.8,否,无,"[40.5, 39.75, 40.02, 40.62, 40.25]","[1680334, 2603171, 1885075, 2482464, 1733980]",数据长度232条,无,000651_20251121_BUY_1763683200
2025-11-28 00:00:00,002466,天齐锂业(002466),SELL,55.03,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2025-11-28 00:00:00,55.03,128800,0.0499,25700,103100,0.04,75.0,0.73,满足,能源金属,72.82,25.33,66.06,22.83,72.56,极端信号,无背离信号,卖出,5.4767,4.6497,0.827,红色,连续缩短,无交叉,卖出,46.82,58.64,35.01,区间内,4083212,5002878,0.82,否,无,"[53.4, 56.99, 56.61, 56.08, 55.03]","[5447691, 4332633, 5116825, 6478842, 4083212]",数据长度233条,无,002466_20251128_SELL_1764288000
2025-11-28 00:00:00,000651,格力电器(000651),BUY,40.36,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,未执行,单股仓位已达上限,,0.0,546500,0.1553,0,546500,0.1553,84.0,0.48,满足,白色家电,39.12,39.39,73.16,34.98,77.81,普通信号,无背离信号,买入,-1.302,-1.1637,-0.1382,绿色,连续放大,无交叉,买入,42.5,48.75,36.25,区间内,1588692,1922552,0.83,否,无,"[39.75, 40.02, 40.62, 40.25, 40.36]","[2603171, 1885075, 2482464, 1733980, 1588692]",数据长度233条,无,000651_20251128_BUY_1764288000
2025-12-10 00:00:00,600079,人福医药(600079),BUY,17.75,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2025-12-10 00:00:00,17.75,257000,0.0381,51400,308400,0.0457,28.0,0.63,满足,化学制药,30.9,35.53,73.1,31.82,79.75,极端信号,无背离信号,买入,-0.6243,-0.2739,-0.3504,绿色,连续缩短,无交叉,无,20.68,22.89,18.46,跌破下轨,1047793,924759,1.13,否,买入,"[20.78, 19.16, 19.33, 18.64, 17.75]","[872646, 1065351, 664020, 921874, 1047793]",数据长度235条,无,600079_20251210_BUY_1765324800
